,Eta,gamma,max_tree_depth,min_child_weight,subsample,colsample_bytree,logloss
0,0.018867520550646767,2.8406452270481823,5.0,7.0,0.3753901898044306,0.7253718035108533,6.3317643
1,0.019294691047167446,0.9110333012135137,5.0,6.0,0.14477350241769243,0.7945954987493652,6.3566332
2,0.027730919348725073,5.878778133620754,4.0,6.0,0.21885156009508383,0.6781472511072957,6.403665200000001
3,0.009061896120841696,2.764526477846041,5.0,9.0,0.12950844193933986,0.7832457677526967,6.3984728
4,0.02613595450790167,0.17549551936319774,5.0,9.0,0.3691057302400734,0.6714566990252152,6.3262543
5,0.01166019497125453,4.5217338362451756,3.0,7.0,0.29442557635359323,0.8380716586188175,6.4800422
6,0.020820525756231122,2.617860439371108,3.0,9.0,0.2265832079934644,0.957083045080684,6.470620800000001
7,0.008579868730312853,1.7058903015715237,3.0,6.0,0.29324920388154496,0.8101963490434565,6.507220599999999
8,0.02351711648179866,5.8409443619182895,5.0,10.0,0.1895841630312051,0.735588216974933,6.377793499999999
9,0.021263847488349523,4.891904008398758,3.0,9.0,0.19508355853160442,0.9989037965753371,6.472053100000001
10,0.016801591797470306,0.6778501320788921,4.0,6.0,0.11276374728933547,0.6926522749373989,6.403728200000001
11,0.010499968797663836,3.654542545048751,4.0,7.0,0.3404876680768528,0.9131609313603617,6.3859006
12,0.017459335227161532,1.534476170575683,3.0,8.0,0.22867907522121686,0.607679111102832,6.457470000000001
13,0.015593961673827997,5.751075778432162,5.0,7.0,0.3111660077178726,0.7382764408884865,6.355622499999999
14,0.019072082787761936,0.448414828661855,3.0,7.0,0.29759049927020687,0.7507918288150117,6.447353
15,0.02799132249395874,5.897943171566122,5.0,9.0,0.3410143053562249,0.873281876294963,6.3433608999999995
16,0.026306241270414952,0.4364183851026995,3.0,7.0,0.46899055511089693,0.9474822757946605,6.4297139
17,0.008675836577762223,5.311102747879094,4.0,9.0,0.12111508750583898,0.6101672037930679,6.4849911
18,0.008998792212401772,3.3754420718664297,4.0,9.0,0.48945055664753756,0.9521651861071749,6.383128699999999
19,0.015718395427186862,0.7817096770013401,3.0,9.0,0.29726601270639685,0.657389602208094,6.4628564
20,0.014692049175972735,4.984782422932106,3.0,10.0,0.25345126511335675,0.8305409426693391,6.4749295
21,0.023049074676788604,2.7324383166260064,4.0,9.0,0.391499791670053,0.7393574552235278,6.366591999999999
22,0.017612195734398622,2.6525269047294024,4.0,9.0,0.2258450385035083,0.8597407510928607,6.391387
23,0.013885465771772663,2.342956209290416,5.0,10.0,0.27972800627812744,0.8195095038532093,6.3469975000000005
24,0.024308400610228192,5.0181286909990765,4.0,7.0,0.38097410853500324,0.9748501318826182,6.3807089999999995
25,0.009604896026808307,0.023751352372237244,4.0,6.0,0.3883034378821695,0.6381152316326231,6.4004667
26,0.019458567304527517,1.3039136234070121,4.0,8.0,0.46245718589752594,0.853088121007739,6.3640693
27,0.015439438920377994,4.185866093982538,4.0,10.0,0.4135355017544585,0.9788457476408305,6.3879096
28,0.014769791908740731,4.4419111008253225,4.0,7.0,0.20868131417318705,0.9962902828238097,6.4119055000000005
29,0.015937942473877285,2.8258013485695423,3.0,7.0,0.43420701067228695,0.6637256133943118,6.4524292
30,0.011089264091644931,0.48540516275292767,4.0,9.0,0.226014558227719,0.9611554112932352,6.4005262
31,0.008349139821466518,0.3188913824552351,5.0,10.0,0.12382874864442416,0.7333880873794832,6.4122652
32,0.01635533726168146,0.2636710387042154,4.0,10.0,0.20572725253290938,0.9879502850619952,6.3950152
33,0.012092862977462166,5.2174616240692,4.0,10.0,0.44947779941024735,0.7885341683070873,6.375103999999999
34,0.018564301599168005,4.538989395405549,5.0,6.0,0.3692674265259501,0.8312727458340001,6.3412688
35,0.017257613280427145,5.454601228542131,4.0,7.0,0.11854307800164583,0.8998902832987128,6.426709700000001
36,0.011549842514348825,2.315297812415931,3.0,7.0,0.36742393105923665,0.6599436063729571,6.485761000000001
37,0.01702273491947144,1.6691420392378662,4.0,6.0,0.42249666847103995,0.835838602437464,6.3715715
38,0.012972357558289778,2.0685874119314294,3.0,8.0,0.36482691118954946,0.9191136748316833,6.4633921999999995
39,0.008130033241401447,1.0069278715586134,3.0,8.0,0.4666369423818326,0.6019665546697149,6.5176469
40,0.02250082048487247,2.248912537932231,5.0,6.0,0.29857981847898374,0.7682641875576438,6.3417211
41,0.008923715947564505,3.4711281200244657,5.0,8.0,0.3692034981019815,0.9441396688632202,6.334466
42,0.015963225283895037,4.7348736648437395,3.0,10.0,0.11265214034900702,0.897900365305728,6.4758681
43,0.013204151706717656,4.274350566244978,4.0,7.0,0.15753402054932494,0.9732059440842562,6.4085859
44,0.01937676787990775,0.41603980974113175,5.0,10.0,0.4765270569765633,0.7721225102867237,6.3168402
45,0.029086022020433235,5.41005289761398,4.0,8.0,0.2659467251134344,0.9874685057247009,6.399521600000001
46,0.012383063262667682,2.224777635043729,5.0,7.0,0.39386074753982425,0.6093153468988868,6.3314485
47,0.009014054619364784,3.1280238696829725,3.0,10.0,0.13538508959255235,0.6655057559874252,6.5327001
48,0.026435706006689548,1.9218341011174094,5.0,10.0,0.3099317712588705,0.7730199621628476,6.3395052
49,0.0193189632349003,5.410789988715641,3.0,10.0,0.16126761774578677,0.8488163829101188,6.470193500000001
50,0.010043113963438328,0.20066878099221896,3.0,8.0,0.46415689534779936,0.980704238036535,6.4822048
51,0.028664880093504486,2.84006907657113,5.0,8.0,0.2610503107188419,0.8897478711776343,6.339336
52,0.021568870649121327,1.25166979183992,4.0,7.0,0.45418847088435343,0.7538793362099843,6.3612348
53,0.027706218982612097,1.165120686034814,3.0,8.0,0.24654699787901319,0.7456462829126184,6.452175800000001
54,0.017745057564491518,3.0039287381282094,5.0,8.0,0.21733243009190134,0.8920716977144892,6.3527903
55,0.01941065872054678,0.12058238221232398,5.0,9.0,0.48032370361006227,0.9160152819171691,6.317046700000001
56,0.026287342741803433,2.613737961078853,4.0,8.0,0.4036281275866571,0.761722006226607,6.377986
57,0.028386743418817563,3.1021021233479935,4.0,7.0,0.4753516937953055,0.7608573204677822,6.3520104
58,0.015702239009564536,2.2019074049012124,5.0,8.0,0.29383461010998035,0.9116856734062053,6.3372115
59,0.025839394985802337,0.8220711064908788,5.0,8.0,0.37645386716273677,0.9068986364945235,6.3263255
60,0.015929215585907396,0.7502561988084668,5.0,6.0,0.10603449056037402,0.7811671347854063,6.366630700000001
61,0.00831927877339329,1.307845750361168,3.0,6.0,0.39346020878405463,0.9580787305304953,6.5025121
62,0.014789318410398634,4.362467207850494,5.0,6.0,0.11113139575277119,0.8936767723939966,6.397005299999999
63,0.026100313800019377,3.7459994303870294,4.0,10.0,0.11204713087180439,0.7160644032201188,6.4134089
64,0.015300223457857982,0.44787317491280376,5.0,10.0,0.2296349384097145,0.8375478304736185,6.344611500000001
65,0.023916325305037477,0.6510320307940487,5.0,8.0,0.13841079016764002,0.6403483168934324,6.3571684
66,0.017008438788766445,0.1877836078832733,3.0,7.0,0.31407841757210364,0.8069597555450043,6.4493664
67,0.021850029051376434,5.003838412830059,5.0,9.0,0.4749623977959876,0.8068251910522055,6.3277505
68,0.012823326767887545,3.6306631281231274,5.0,6.0,0.3731933593059652,0.896567166241357,6.3274835
69,0.0100970801393459,0.29307824535945604,3.0,6.0,0.2247597574641437,0.699535079173597,6.503592
70,0.011195964403622121,5.998261304171201,4.0,10.0,0.20682967623807463,0.8163052931905386,6.4228886
71,0.008304737642511559,0.7092869186282353,3.0,9.0,0.4887204191718152,0.7650023165021685,6.507567400000001
72,0.025398603305719275,5.655857314798916,3.0,7.0,0.24734808575921227,0.7567066394198555,6.4661896
73,0.027327229551558394,1.7990392973753169,4.0,6.0,0.461357341473994,0.9266114086107723,6.3694077
74,0.020427940900178028,2.1374058071622066,3.0,6.0,0.1176601664045474,0.6924122471878745,6.460600600000001
75,0.01714352151891222,2.727006698113297,5.0,6.0,0.1548633431091956,0.9207727053833742,6.3597098
76,0.02155100369217638,3.4909048688404853,3.0,6.0,0.22790319121000358,0.8861821878603177,6.4609613999999995
77,0.02839660476198765,1.8865019231822542,3.0,7.0,0.16916777879522343,0.976896299771221,6.4522862000000005
78,0.025190719099510556,4.114170919879542,5.0,8.0,0.3731716522359445,0.9308287062978623,6.3379762
79,0.01047075799464352,4.131632934784776,3.0,7.0,0.18218768918755346,0.8531434317882702,6.5019157
80,0.018819479877609867,4.738913498216074,5.0,6.0,0.2552185839300881,0.7491620890970946,6.3619739
81,0.018993952300649576,3.648411902565689,3.0,7.0,0.3662514432828964,0.7136860748012571,6.448219400000001
82,0.013866398596662267,4.187402766096206,5.0,10.0,0.37681010014467564,0.7494204067763643,6.337419
83,0.02380996117679659,1.0960795962379406,5.0,10.0,0.4337804243610319,0.91093102753253,6.319919799999999
84,0.026778106608929625,5.594840206202245,5.0,9.0,0.22441867393164863,0.9546770697680576,6.369150200000001
85,0.029271498355470153,1.483702064714428,4.0,8.0,0.24786500807491296,0.7659459018952535,6.3827239
86,0.012139867089990274,0.03274236491331117,5.0,6.0,0.13211642817157956,0.7070817693112877,6.3765076
87,0.024211245318006072,5.790094529315562,3.0,10.0,0.17892240392850525,0.7775609861741917,6.4653233
88,0.0076884481828184,1.749552353235153,3.0,6.0,0.13656408607044956,0.9341179966623959,6.527248599999998
89,0.0173321419519632,2.7970823238256775,4.0,10.0,0.22322254439108244,0.8523077469368889,6.390998800000001
90,0.007562853787021558,5.4784435726561265,4.0,6.0,0.2540027936418115,0.941519289976742,6.424382
91,0.015023426232113345,1.8122684393887198,3.0,9.0,0.4941552787519352,0.6868330973925828,6.4499797999999995
92,0.017245556476058188,2.160108107804016,5.0,8.0,0.1110584046259766,0.7546403822942632,6.3840812
93,0.0180715163168475,3.590346896474661,4.0,7.0,0.333528595124551,0.9355810823770416,6.3821737999999995
94,0.022188632333806,4.125672065594877,3.0,8.0,0.33086309968850114,0.7914599216341023,6.4480108000000005
95,0.008715980117854738,0.16791836464322762,5.0,7.0,0.4088218587190192,0.9090339989835078,6.3214862
96,0.012440096505836072,1.7677844239954543,5.0,8.0,0.4098473767578166,0.9644542658285749,6.326521
97,0.024703385541519858,3.774460245047648,4.0,9.0,0.2769590157662307,0.6320177924225475,6.3861326
98,0.012158017932267366,1.4956099750220029,4.0,7.0,0.315655484880205,0.7779874516201019,6.383935
99,0.010310230263701455,1.2377575940915702,4.0,9.0,0.18893925406224438,0.8195214862764071,6.4191058
